question_id,video_id,series,type,status,score,max_score,normalized_score_100,category,source_run,source_sha256,accepted_sha256,stage,window_id,request_hash,evidence_sha256
G2_Q000011,G2_V000005,unclassified,emotional reasoning,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00018,e8cca5de9c199a9c1bb91d922a3f9b18af95bf592a511266ac91f706927c1efc,60eb63c20f107cb5ec50a573aebbc76f28d2f1ed31722cf949d1df27d2b35a7a
G2_Q000012,G2_V000006,unclassified,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,0811507680bd2233020b83583ebdfe5be2507afd7dbae1aac748c2a78f20630f,e1698ca81648572553bd4c17272de8df1d20d100bb4a5ba5f66a6355b4759f4c,,,,
G2_Q000013,G2_V000006,unclassified,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,0811507680bd2233020b83583ebdfe5be2507afd7dbae1aac748c2a78f20630f,8014196d9fefe047d5b818d34d5e9b77b53758ff59ea96020acae9c7e31ff1f5,,,,
G2_Q000014,G2_V000007,unclassified,emotion trajectory,scored,4,4,100.0,,/root/longemo/runtime/runs/noevent_http428_seed5_continuation_20260923,335ba38be6ac27bb0dfd1a4eac0e8f68583ceb80092ed684fc7862bed36f6969,bfd2b9ab65a0b83f0a4381e942a7e242d94b3029db229d8c4d0dab0e24c6e703,,,,
G2_Q000015,G2_V000007,unclassified,emotional intensity comparison,scored,1,1,100.0,,/root/longemo/runtime/runs/noevent_http428_seed5_continuation_20260923,335ba38be6ac27bb0dfd1a4eac0e8f68583ceb80092ed684fc7862bed36f6969,221f5869f45f9e09f86f545e3a5f95e6e3193b838fdf384abec32969cf692eaa,,,,
G2_Q000016,G2_V000008,unclassified,emotional reasoning,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00036,42d8919ef4cfeb9f3e976237c5459d4355c123820d00c5305ff7b638af5c08b6,7e015905e084fe787c1d6c0ba57808f712369767bfe8244009fc7d379532e3e7
G2_Q000017,G2_V000009,unclassified,emotional reasoning,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/noevent_runtime24_continuation_20260923,,,visual,W00018,b6ada6871b0d43a7d6b6c9eb9a94d7de61da3241c8cce931e96e7f89a863bb2c,cce9ca4820925698fa2131e9e58cfa212f141091720decd7cdb40ddc213447bd
G2_Q000018,G2_V000009,unclassified,emotion trajectory,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/noevent_runtime24_continuation_20260923,,,visual,W00018,b6ada6871b0d43a7d6b6c9eb9a94d7de61da3241c8cce931e96e7f89a863bb2c,cce9ca4820925698fa2131e9e58cfa212f141091720decd7cdb40ddc213447bd
G2_Q000019,G2_V000009,unclassified,emotion trajectory,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/noevent_runtime24_continuation_20260923,,,visual,W00018,b6ada6871b0d43a7d6b6c9eb9a94d7de61da3241c8cce931e96e7f89a863bb2c,cce9ca4820925698fa2131e9e58cfa212f141091720decd7cdb40ddc213447bd
G2_Q000020,G2_V000010,unclassified,emotion trajectory,scored,2,4,50.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,e569ef8bfddbe47e04d6e84d51dc6a82cdd7427f2348af8c1dc7841ac8a18e81,cf7e203663d8bdac00789653d12b077f1dfa8aaa74bc537915bbdccf80e5b83e,,,,
G2_Q000021,G2_V000010,unclassified,emotion trajectory,scored,2,4,50.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,e569ef8bfddbe47e04d6e84d51dc6a82cdd7427f2348af8c1dc7841ac8a18e81,64f4441b4bc10f73327425aa6cac7f42324b308acf5e59da46bc2094d816c2b0,,,,
G2_Q000022,G2_V000010,unclassified,emotional reasoning,scored,2,3,66.66666666666666,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,e569ef8bfddbe47e04d6e84d51dc6a82cdd7427f2348af8c1dc7841ac8a18e81,c35affecb2b78323ef0dfc5269ea4fa6509ec57f3774246150f56f6e770a4cbc,,,,
G2_Q000023,G2_V000011,unclassified,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00001,7400ea96667112aab87d8c6b936e17c85a45dd9477b7cee911582de946e32d41,e101528c5b5bde8225a6db8ce5ea50222431c370dd7568069c497c2c88a2f56e
G2_Q000024,G2_V000012,unclassified,emotional reasoning,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00042,cc5849b143dedfd261e64588295caaf387befcc3ad9f8b649e0cf436e7195d51,446c26a0dc8f3ba8a018019fb28e80252a48191baf34515024be3b9317106308
G2_Q000025,G2_V000012,unclassified,emotional intensity comparison,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00042,cc5849b143dedfd261e64588295caaf387befcc3ad9f8b649e0cf436e7195d51,446c26a0dc8f3ba8a018019fb28e80252a48191baf34515024be3b9317106308
G2_Q000026,G2_V000012,unclassified,emotional intensity comparison,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00042,cc5849b143dedfd261e64588295caaf387befcc3ad9f8b649e0cf436e7195d51,446c26a0dc8f3ba8a018019fb28e80252a48191baf34515024be3b9317106308
G2_Q000027,G2_V000012,unclassified,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00042,cc5849b143dedfd261e64588295caaf387befcc3ad9f8b649e0cf436e7195d51,446c26a0dc8f3ba8a018019fb28e80252a48191baf34515024be3b9317106308
G2_Q000028,G2_V000013,unclassified,emotional reasoning,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,visual,W00018,4dbe6accee27e34af927b7e8bc863d4da3fb82d6f19a85060d0029696c0a90e1,dedeeb746f06414dabadf507477dc00ac0778a381d59f91b7db3728433195d47
G2_Q000029,G2_V000013,unclassified,emotional intensity comparison,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,visual,W00018,4dbe6accee27e34af927b7e8bc863d4da3fb82d6f19a85060d0029696c0a90e1,dedeeb746f06414dabadf507477dc00ac0778a381d59f91b7db3728433195d47
G2_Q000030,G2_V000013,unclassified,emotional reasoning,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,visual,W00018,4dbe6accee27e34af927b7e8bc863d4da3fb82d6f19a85060d0029696c0a90e1,dedeeb746f06414dabadf507477dc00ac0778a381d59f91b7db3728433195d47
G2_Q000031,G2_V000013,unclassified,emotional reasoning,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,visual,W00018,4dbe6accee27e34af927b7e8bc863d4da3fb82d6f19a85060d0029696c0a90e1,dedeeb746f06414dabadf507477dc00ac0778a381d59f91b7db3728433195d47
G2_Q000032,G2_V000014,unclassified,emotional intensity comparison,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/noevent_runtime24_continuation_20260923,,,audio,W00024,e670184292c9205e24ea57f97a3185aa6db63d153de1e834f774fb0b267c6905,61807146b24de36939b6d1a68547c18ce348da0d23ea655886d2ca76193cc274
G2_Q000033,G2_V000014,unclassified,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/noevent_runtime24_continuation_20260923,,,audio,W00024,e670184292c9205e24ea57f97a3185aa6db63d153de1e834f774fb0b267c6905,61807146b24de36939b6d1a68547c18ce348da0d23ea655886d2ca76193cc274
G2_Q000034,G2_V000014,unclassified,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/noevent_runtime24_continuation_20260923,,,audio,W00024,e670184292c9205e24ea57f97a3185aa6db63d153de1e834f774fb0b267c6905,61807146b24de36939b6d1a68547c18ce348da0d23ea655886d2ca76193cc274
G2_Q000035,G2_V000014,unclassified,emotional intensity comparison,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/noevent_runtime24_continuation_20260923,,,audio,W00024,e670184292c9205e24ea57f97a3185aa6db63d153de1e834f774fb0b267c6905,61807146b24de36939b6d1a68547c18ce348da0d23ea655886d2ca76193cc274
G2_Q000036,G2_V000015,unclassified,emotional reasoning,scored,0,3,0.0,,/root/longemo/runtime/runs/noevent_length5_continuation_20260923,244a8513dd6a5c080747d789933ba752e1db6e3d58e336ec2b16bd1cf23d4f73,ef1d59bbcfd7967755c33fef8e6338cb8758d27c973b15a8c34a5f359effc389,,,,
G2_Q000037,G2_V000015,unclassified,emotional reasoning,scored,0,1,0.0,,/root/longemo/runtime/runs/noevent_length5_continuation_20260923,244a8513dd6a5c080747d789933ba752e1db6e3d58e336ec2b16bd1cf23d4f73,5e7c437194bf214f2c3f0e682cb67717fab7af09f0f90aead4145024f114329e,,,,
G2_Q000038,G2_V000015,unclassified,emotional intensity comparison,scored,1,1,100.0,,/root/longemo/runtime/runs/noevent_length5_continuation_20260923,244a8513dd6a5c080747d789933ba752e1db6e3d58e336ec2b16bd1cf23d4f73,d6b8813289d95dd15cb7c6fc13ecacb82d5e0e65c9e662ce63e2a04ef1d75623,,,,
G2_Q000039,G2_V000015,unclassified,emotion trajectory,scored,2,4,50.0,,/root/longemo/runtime/runs/noevent_length5_continuation_20260923,244a8513dd6a5c080747d789933ba752e1db6e3d58e336ec2b16bd1cf23d4f73,5a83c8cbfad15ffe508c979011d6d5ac92348e3307d21713cfdbb6216f414755,,,,
G2_Q000040,G2_V000015,unclassified,emotional intensity comparison,blocked,,,,judge_content_filter,/root/longemo/runtime/runs/noevent_length5_continuation_20260923,,,score,,,244a8513dd6a5c080747d789933ba752e1db6e3d58e336ec2b16bd1cf23d4f73
G2_Q000041,G2_V000016,unclassified,emotional intensity comparison,scored,1,1,100.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,ae8ab16be53ad701d5224ba7f8cd675564dc1600b6613d98e0a69485e0e8bc01,02e7ae932d099529e568ee3748f06a168fa430fc07dfadbf98a650b011eb161f,,,,
G2_Q000042,G2_V000016,unclassified,emotion trajectory,scored,2,4,50.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,ae8ab16be53ad701d5224ba7f8cd675564dc1600b6613d98e0a69485e0e8bc01,c1dbb6a41d2fdc4bbb4e0a7e126ed23a5a7890c96a73b977dcf040181e96e4fb,,,,
G2_Q000043,G2_V000017,unclassified,emotional reasoning,scored,1,1,100.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,522168f6f42188ec014522d5ef5f7829f9dc8f543b40c75ba51fe03cdcbbd95d,031b02c1a2ad83e391e8e91584a8863ac4a670fcba335b2c327dbdb2cf28ed96,,,,
G2_Q000044,G2_V000017,unclassified,emotional reasoning,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,522168f6f42188ec014522d5ef5f7829f9dc8f543b40c75ba51fe03cdcbbd95d,487dde35103bc01ed46ee5304e199c6763e190f691154017cb6a1fd1e9b1f990,,,,
G2_Q000045,G2_V000018,unclassified,emotional intensity comparison,scored,1,1,100.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,e16614279d9d83f31c586d91077531f37b699b1ef8da519a114091a9b0fc64f7,71adaa9f8c08c55910a9ba91b7cc48e02289d6ecc1fd0e2fc842d5dc3b975e4b,,,,
G2_Q000046,G2_V000019,unclassified,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,0d922833e332788f16053c44a505d167f275b45a9a6f97779e622d6ef2d0deac,a1f6207997012d949ddcffa217f7e099a7bbee549093ad353a55c15f371dfd75,,,,
G2_Q000047,G2_V000019,unclassified,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,0d922833e332788f16053c44a505d167f275b45a9a6f97779e622d6ef2d0deac,50ee109b0739eca32488394295d15f57178595f13e29dc00dea26ed0dd8be27a,,,,
G2_Q000048,G2_V000020,unclassified,emotional reasoning,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00007,a7b4311bfb59e458dfd87a4cbec84af692955afe18854aa08785148023ec91be,dcb5dbab8986e616156c31698ffe26b454bbbd221d4561625ca76ac15337afab
G2_Q000049,G2_V000021,unclassified,emotional intensity comparison,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00024,c8f8358c18c92249d4a0552153906dc58dd1123021a43f088ef322c8c447758a,7a28082171a95a7fac49ce52a5ab54653a61a9171de6b463695e25aa49dc4af8
G2_Q000050,G2_V000021,unclassified,emotion trajectory,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00024,c8f8358c18c92249d4a0552153906dc58dd1123021a43f088ef322c8c447758a,7a28082171a95a7fac49ce52a5ab54653a61a9171de6b463695e25aa49dc4af8
G2_Q000051,G2_V000022,unclassified,emotional intensity comparison,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00010,e49fa45554b6e02672189904ec17fbd06a400d7fe0f0b343fee12dc9e1b32130,b8b55201721662bd8239487ad05980ce975dd3cb895264d4b13223e775bc13de
G2_Q000052,G2_V000022,unclassified,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00010,e49fa45554b6e02672189904ec17fbd06a400d7fe0f0b343fee12dc9e1b32130,b8b55201721662bd8239487ad05980ce975dd3cb895264d4b13223e775bc13de
G2_Q000053,G2_V000022,unclassified,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00010,e49fa45554b6e02672189904ec17fbd06a400d7fe0f0b343fee12dc9e1b32130,b8b55201721662bd8239487ad05980ce975dd3cb895264d4b13223e775bc13de
G2_Q000054,G2_V000022,unclassified,emotional reasoning,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00010,e49fa45554b6e02672189904ec17fbd06a400d7fe0f0b343fee12dc9e1b32130,b8b55201721662bd8239487ad05980ce975dd3cb895264d4b13223e775bc13de
G2_Q000055,G2_V000022,unclassified,emotional reasoning,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00010,e49fa45554b6e02672189904ec17fbd06a400d7fe0f0b343fee12dc9e1b32130,b8b55201721662bd8239487ad05980ce975dd3cb895264d4b13223e775bc13de
G2_Q000056,G2_V000023,unclassified,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00009,f840ed19683c78b8d950ceb09420fcc9409ffa363401c3a2cdeeeb4cc83fbf8c,b2bd153b02f9952a667c5dd0662aca32f0b685b30a395bc931221181d1412bfd
G2_Q000057,G2_V000023,unclassified,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00009,f840ed19683c78b8d950ceb09420fcc9409ffa363401c3a2cdeeeb4cc83fbf8c,b2bd153b02f9952a667c5dd0662aca32f0b685b30a395bc931221181d1412bfd
G2_Q000058,G2_V000023,unclassified,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00009,f840ed19683c78b8d950ceb09420fcc9409ffa363401c3a2cdeeeb4cc83fbf8c,b2bd153b02f9952a667c5dd0662aca32f0b685b30a395bc931221181d1412bfd
G2_Q000059,G2_V000023,unclassified,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00009,f840ed19683c78b8d950ceb09420fcc9409ffa363401c3a2cdeeeb4cc83fbf8c,b2bd153b02f9952a667c5dd0662aca32f0b685b30a395bc931221181d1412bfd
G2_Q000060,G2_V000023,unclassified,emotional intensity comparison,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00009,f840ed19683c78b8d950ceb09420fcc9409ffa363401c3a2cdeeeb4cc83fbf8c,b2bd153b02f9952a667c5dd0662aca32f0b685b30a395bc931221181d1412bfd
G2_Q000061,G2_V000024,unclassified,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,07dbd1494788f2045759d1c96d5b432ac20b5520512a032a4614f445d77dddb9,6b291be3cbcbde72f23b2f8b58851611cb874b2f59931ad14e719f946aa0c551,,,,
G2_Q000062,G2_V000024,unclassified,emotional reasoning,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,07dbd1494788f2045759d1c96d5b432ac20b5520512a032a4614f445d77dddb9,8d6daedefe83ce20720a4864c120e35ea9a4b9e949a51744f7685d9cffc3e34f,,,,
G2_Q000063,G2_V000024,unclassified,emotional reasoning,scored,1,1,100.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,07dbd1494788f2045759d1c96d5b432ac20b5520512a032a4614f445d77dddb9,28b913ae46c61222d653e72989d2642d132be06bb727c162a974c487af220a95,,,,
G2_Q000064,G2_V000024,unclassified,emotional reasoning,scored,1,1,100.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,07dbd1494788f2045759d1c96d5b432ac20b5520512a032a4614f445d77dddb9,cd869522b7e7bf82ca363cf67db068a9150c274ff7439caf607b5e5164ea642d,,,,
G2_Q000065,G2_V000024,unclassified,emotional reasoning,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,07dbd1494788f2045759d1c96d5b432ac20b5520512a032a4614f445d77dddb9,e1700c945e4a3f541579c549a125aeaea61d5e0023f85b5464b3c284ca4eff44,,,,
G2_Q000066,G2_V000025,unclassified,emotional intensity comparison,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00004,b23c96ba2c7e8743b17e7ed4123685364363436a9c3a5e1e4c76af73fb4235d2,f70bb6d091aa1c57ab14a083ac443bc6ad932ec2c53280fa1664438c8fdae9eb
G2_Q000067,G2_V000025,unclassified,emotional intensity comparison,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00004,b23c96ba2c7e8743b17e7ed4123685364363436a9c3a5e1e4c76af73fb4235d2,f70bb6d091aa1c57ab14a083ac443bc6ad932ec2c53280fa1664438c8fdae9eb
G2_Q000068,G2_V000025,unclassified,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00004,b23c96ba2c7e8743b17e7ed4123685364363436a9c3a5e1e4c76af73fb4235d2,f70bb6d091aa1c57ab14a083ac443bc6ad932ec2c53280fa1664438c8fdae9eb
G2_Q000069,G2_V000025,unclassified,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00004,b23c96ba2c7e8743b17e7ed4123685364363436a9c3a5e1e4c76af73fb4235d2,f70bb6d091aa1c57ab14a083ac443bc6ad932ec2c53280fa1664438c8fdae9eb
G2_Q000070,G2_V000025,unclassified,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00004,b23c96ba2c7e8743b17e7ed4123685364363436a9c3a5e1e4c76af73fb4235d2,f70bb6d091aa1c57ab14a083ac443bc6ad932ec2c53280fa1664438c8fdae9eb
G2_Q000071,G2_V000026,unclassified,emotion trajectory,scored,1,4,25.0,,/root/longemo/runtime/runs/noevent_embedding_recovery_20260923_v2,20fa998a078a7538bc07edbec5c656c886ce27a52371dc737cf5b79c985397af,32379ad10e03b8281ff43821f520ef9a473ebd45988976f4d31498d11cadefe9,,,,
G2_Q000072,G2_V000026,unclassified,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/noevent_embedding_recovery_20260923_v2,20fa998a078a7538bc07edbec5c656c886ce27a52371dc737cf5b79c985397af,5cbe81c4cb4901bf05aae8f8d91090c79ed419ab896d5af2113c781c36d538e0,,,,
G2_Q000073,G2_V000027,unclassified,emotion trajectory,scored,2,4,50.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,487b907b12c91671cb419ef7f3d8680af9216eb5cd9417174f2148274b91eb08,12c7ee8ba162d455f62cee16d78a19d037d48811a0e61a4e67ca9f347bad721b,,,,
G2_Q000074,G2_V000027,unclassified,emotion trajectory,scored,2,4,50.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,487b907b12c91671cb419ef7f3d8680af9216eb5cd9417174f2148274b91eb08,64cc429aad0e92374a128a9489ed24943a559afad0931cf992826628f1d5fd2e,,,,
G2_Q000075,G2_V000027,unclassified,emotional reasoning,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,487b907b12c91671cb419ef7f3d8680af9216eb5cd9417174f2148274b91eb08,4b6805133cb8a82742e190c76d2fd0cc6aca08cc54cfc388668a155740f3d27c,,,,
G2_Q000076,G2_V000028,unclassified,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,d1af2bd3d9ad35da1463e8188d3758959876cc159512c76f078e42ca7f5cbdde,9a24f775ae4713b0cbcc5386d598348b392584590259e554c5f1b1756b39d33b,,,,
G2_Q000077,G2_V000028,unclassified,emotion trajectory,scored,0,4,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,d1af2bd3d9ad35da1463e8188d3758959876cc159512c76f078e42ca7f5cbdde,15131f8348b6f633fe7e9f7f5079974c4e8c7b645ff0a92b7def18215db9aa66,,,,
G2_Q000078,G2_V000028,unclassified,emotion trajectory,scored,2,4,50.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,d1af2bd3d9ad35da1463e8188d3758959876cc159512c76f078e42ca7f5cbdde,e25ab1817fbb0723f88a4112742f71d99a80852c4b110c55142478af3840d9c6,,,,
G2_Q000079,G2_V000028,unclassified,emotion trajectory,scored,1,4,25.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,d1af2bd3d9ad35da1463e8188d3758959876cc159512c76f078e42ca7f5cbdde,cd18c2ef3ab87b3a4103a1780d5b4a37840f74362d10699f39c13c2d2cf6445f,,,,
G2_Q000080,G2_V000028,unclassified,emotional reasoning,scored,0,3,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,d1af2bd3d9ad35da1463e8188d3758959876cc159512c76f078e42ca7f5cbdde,40f6bbc85be88fc7d857b69b92ffe57b714a338d11746d1189121ee00106f6dd,,,,
G2_Q000081,G2_V000028,unclassified,emotional reasoning,scored,2,3,66.66666666666666,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,d1af2bd3d9ad35da1463e8188d3758959876cc159512c76f078e42ca7f5cbdde,c2b28d3ef3965e96ced795f11b223265022dc7e635c6f23fed4b2712d6f97607,,,,
G2_Q000082,G2_V000029,unclassified,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,003cdc8bb2696f47b2236e0ad4145909037145cd3b6841f07e689701d96275eb,7783fd8221e92b8f768b13f926d84303c87a34615ad7ea98c2687d6e314f50e7,,,,
G2_Q000083,G2_V000029,unclassified,emotion trajectory,scored,1,4,25.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,003cdc8bb2696f47b2236e0ad4145909037145cd3b6841f07e689701d96275eb,1fc699ac64d1c9dfaa1ac8d39d278309abe7e995e5dd5b82b6852c0d378f45fe,,,,
G2_Q000084,G2_V000029,unclassified,emotion trajectory,scored,1,4,25.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,003cdc8bb2696f47b2236e0ad4145909037145cd3b6841f07e689701d96275eb,16ebe4cf0597f60fb881fae38d62f11503777d719395a78742773c2a0c843e80,,,,
